,id,date_posted,content,user_id,retweet,comment,toxicity,threat,sexually_explicit,profanity,insult,identity_attack,flirtation
119,9562,<built-in method utcnow of type object at 0x10f13d478>,Gotta missed call from yoooo bitch,4,,,0.9460497,0.2039539,0.4365024,0.9576476,0.93234444,0.53731537,0.27854657
120,17248,<built-in method utcnow of type object at 0x10f13d478>,RT @SexualTruth: Eating your womans pussy is good for the soul.,1,,,0.94992846,0.6674433,0.9849338,0.93827415,0.80613285,0.5973289,0.8688026
121,5495,<built-in method utcnow of type object at 0x10f13d478>,@alexrice_ wow your like 3 years late bitch,4,,,0.9480856,0.19614722,0.5332553,0.96048856,0.9413008,0.45400697,0.38552868
122,18474,<built-in method utcnow of type object at 0x10f13d478>,RT @_lex_lloyd: Y'all bitches be like 16 looking 25 &#128553;,6,,,0.9471009,0.39211944,0.5335913,0.9540945,0.942489,0.69750553,0.5058834
123,7626,<built-in method utcnow of type object at 0x10f13d478>,"All them hoes crazy RT @Mr_NiceeeGuy: Thick thighs, &#128166; skinny waist, &#128591; and natural beauty face &#128149;",9,,,0.5626178,0.28099123,0.6858617,0.5625826,0.49553818,0.27055308,0.9381931
124,16036,<built-in method utcnow of type object at 0x10f13d478>,"RT @KingHorseDick: If I eat the pussy and it taste like mold, I stop. So u cant tell ppl I ate u if I aint finish.",1,,,0.93232936,0.6469523,0.97458434,0.93690646,0.660731,0.456142,0.8981763
125,3221,<built-in method utcnow of type object at 0x10f13d478>,@FzRodl exception for Gilda Radner that bitch was funny,8,,,0.90900713,0.21504804,0.53809875,0.93988204,0.895227,0.43111593,0.44120893
126,11049,<built-in method utcnow of type object at 0x10f13d478>,I was getting to the business while you was chasing the bitches,8,,,0.9605066,0.24950399,0.5328596,0.9767858,0.96226084,0.6350989,0.32479867
127,7311,<built-in method utcnow of type object at 0x10f13d478>,@wojtata @denytheprophecy gabby called her yesterday and we call her a bitch and then cried.,2,,,0.8606264,0.20746766,0.44581822,0.91128254,0.8453147,0.41810605,0.3797016
128,3254,<built-in method utcnow of type object at 0x10f13d478>,@GforGent bitch what happen to comin thru,3,,,0.9156528,0.34643772,0.48486492,0.944603,0.89890647,0.5008728,0.40270013
129,12165,<built-in method utcnow of type object at 0x10f13d478>,"Just start blocking dissenters, you coward pussy. RT@joederosacomedy Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well.",2,,,0.95021206,0.5373418,0.97149086,0.9559142,0.895227,0.3745491,0.7784964
130,10131,<built-in method utcnow of type object at 0x10f13d478>,I can't stand a Fag bitch like Fucc get out there &amp; make the MONEY &#128184;,9,,,0.9328997,0.37481493,0.6544776,0.949599,0.93816966,0.8584938,0.41899052
131,5254,<built-in method utcnow of type object at 0x10f13d478>,@ZachFulton72 they got some cold white hoes in Knoxville tho don't they? right there on the strip? Boaaa,0,,,0.535563,0.3519063,0.5276315,0.4714189,0.458416,0.68054074,0.5573767
132,5591,<built-in method utcnow of type object at 0x10f13d478>,@bbhairs when you get famous I'm buyin yo art so me and my bitch can have dat shit all in da crib,3,,,0.9261705,0.27451465,0.39453295,0.9595968,0.8453147,0.40272057,0.4825174
133,23910,<built-in method utcnow of type object at 0x10f13d478>,hell would freeze over before I ever let any bitch kick me in the fuckin face,6,,,0.9746544,0.8763936,0.7893632,0.9750864,0.88259363,0.5374497,0.6734975
134,9913,<built-in method utcnow of type object at 0x10f13d478>,How da fucc we gone believe that you out here selling bricks wit some Dirty ass kicks nicca u ain't sellin shit!,7,,,0.95935106,0.73715246,0.94110185,0.96887034,0.9091764,0.64926404,0.4977818
135,12423,<built-in method utcnow of type object at 0x10f13d478>,Like bitch that aint even attractive Smh,7,,,0.94992846,0.2434615,0.7370367,0.9663881,0.93284214,0.5205429,0.7784964
136,14505,<built-in method utcnow of type object at 0x10f13d478>,RT @Broski519: How bitches look wen they hear their song in da club http://t.co/F2OyCfK90s,2,,,0.88824683,0.270885,0.42573556,0.91128254,0.895227,0.58523935,0.4374114
137,23988,<built-in method utcnow of type object at 0x10f13d478>,i head butted a bitch in the club. Lmao she tried to play it off. Bitch i know your head hurts!,0,,,0.93232936,0.71725905,0.9152366,0.9268527,0.895227,0.39514643,0.67241466
138,17273,<built-in method utcnow of type object at 0x10f13d478>,"RT @ShawnHarvey0: @1stBlocJeremiah I ain't gettin my hands tatted dumb ass, y yo bitch ass leave da bus stop last night, the main was goin",9,,,0.97284186,0.5601671,0.97458434,0.96887034,0.942489,0.6677605,0.65469533
139,14582,<built-in method utcnow of type object at 0x10f13d478>,RT @CallMeRenee_: &#8220;@1inkkofrosess: stupid ass toe dog dam&#8221;&#128514;&#128514; bitch you mad at your toe &#128553; dumb hoe yo toe aint wanna be stomped .,7,,,0.9480856,0.78626573,0.91063476,0.91548485,0.9335856,0.66757405,0.6369062
140,24184,<built-in method utcnow of type object at 0x10f13d478>,lol ok cunt,2,,,0.94540876,0.17998509,0.9512843,0.96887034,0.7762095,0.30954254,0.60071915
141,3513,<built-in method utcnow of type object at 0x10f13d478>,"@InfidelAlie touch&#233; muzzie fuckers, hope it was set to go full of bacon and pork rinds",4,,,0.927675,0.6588732,0.49626338,0.93690646,0.88220364,0.65054536,0.38266438
142,1037,<built-in method utcnow of type object at 0x10f13d478>,&#128555;ugly bitches get no love,0,,,0.980158,0.2896056,0.5009164,0.98340124,0.97522783,0.8008436,0.42131835
143,14666,<built-in method utcnow of type object at 0x10f13d478>,RT @ChefBoiRlee: Yall hoes don't cook on sundays no more huh?,5,,,0.45222092,0.23320378,0.29549286,0.47040895,0.44761714,0.2806724,0.4639459
144,9849,<built-in method utcnow of type object at 0x10f13d478>,Hoes always tryna say they look like a celebrity .... NO BITCH!!! You like the other hoe that love on krenshaw sit yo basic ass down,7,,,0.94888633,0.46668252,0.94820887,0.9389435,0.895227,0.6350989,0.84875846
145,5,<built-in method utcnow of type object at 0x10f13d478>,!!!!!!!!!!!!! RT @ShenikaRoberts: The shit you hear about me might be true or it might be faker than the bitch who told it to ya &#57361;,1,,,0.9280443,0.29140118,0.20259035,0.93690646,0.9091764,0.4801509,0.33958343
146,11757,<built-in method utcnow of type object at 0x10f13d478>,Im still going trick or treating. Thats free munchies bitch,5,,,0.92032707,0.17559744,0.45941567,0.95515114,0.9091029,0.44870335,0.3983308
147,7876,<built-in method utcnow of type object at 0x10f13d478>,Ayo why da hell ain't nobody hip me to these niccas! @MigosATL ... #BetterLateThanNever,6,,,0.34547657,0.24363862,0.10688664,0.35194808,0.30710524,0.13719271,0.53337026
148,13896,<built-in method utcnow of type object at 0x10f13d478>,"Ppl really can't handle a girl that's not a ""yes girl"" and says how she feel .. come off as a bitch",7,,,0.9326826,0.16899402,0.68365985,0.9580434,0.911835,0.6457153,0.48337007
149,3138,<built-in method utcnow of type object at 0x10f13d478>,@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake they can see this dumbass nigger,3,,,0.94992846,0.29824594,0.30413413,0.92678523,0.94983107,0.95419526,0.23651667
150,87744,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER He is.,4,,,0.3910444,0.20913748,0.24509552,0.39147216,0.41697833,0.15903169,0.39144722
151,79332,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER You don’t believe this is true fact and AC360 commentary on your tweet. Let say he is wrong in reference to Florence. But is he correct on you NOT visiting any  impacted areas. How long you will fool your base fans.  Grow up.,4,,,0.7019033,0.062882535,0.051818784,0.3151685,0.8056062,0.049001273,0.21643919
152,62444,<built-in method utcnow of type object at 0x10f13d478>,@USER That strict gun control is sure helping in California🙄,3,,,0.12073555,0.25345317,0.068402514,0.09101128,0.07107981,0.078209266,0.28769436
153,110113,<built-in method utcnow of type object at 0x10f13d478>,@USER so you're Fascists *and* AntiFa? URL,0,,,0.6865126,0.18604189,0.13218321,0.5486098,0.71439785,0.39661127,0.3086015
154,67376,<built-in method utcnow of type object at 0x10f13d478>,"@USER @USER @USER By saying they eat my dogs"" in correlation to bts, you are automatically relating asians to ""dog-eaters"". You know that bts doesn't eat dogs, so your comment was obviously meant to convey hate.""",4,,,0.5152635,0.14698194,0.14509684,0.3094455,0.56705767,0.67012566,0.3417949
155,110943,<built-in method utcnow of type object at 0x10f13d478>,"@USER Ok - you hear about the superman"" thing all the time. And you are certainly busy, but, this could be an EXCELLENT opportunity to step in, in the movies for him as Cavill is steping down!:  URL",3,,,0.0934638,0.09917104,0.04192683,0.052559618,0.083491765,0.03770573,0.34184465
156,49446,<built-in method utcnow of type object at 0x10f13d478>,@USER About the same price as where you are though; but probably way more space.,3,,,0.090423286,0.08377978,0.06565072,0.06106216,0.08880313,0.033185974,0.3745786
157,39345,<built-in method utcnow of type object at 0x10f13d478>,@USER this avi!!! Who you think you are.,1,,,0.41226384,0.1580517,0.09437106,0.18657048,0.48774242,0.1189191,0.35550094
158,82598,<built-in method utcnow of type object at 0x10f13d478>,"@USER Preaching to the choir. :) Cannot be repeated often enough though. Yet, in deep red states conservatives""  keep getting elected. Time for a national adjustment. 🤞""",7,,,0.093279704,0.10191254,0.0647307,0.05155189,0.10390562,0.063522466,0.507094
159,89177,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER You both look lovely! #FLOTUSrocks #MAGA 🇺🇸🙌🏾,6,,,0.15363793,0.066591255,0.13643362,0.16688816,0.10229212,0.06517059,0.94505495
160,51077,<built-in method utcnow of type object at 0x10f13d478>,@USER Hectares cultivated with poppy for opium grew exponentially like never before during Obama thou. I bet you celebrated his troop retreat. Myanmar made so much money with the opium they're building a bigger totally modern port,0,,,0.1497184,0.12120541,0.08328343,0.08281826,0.17324443,0.110959575,0.37318596
161,58273,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER You are very talented Clare. What else can you make out of paper? 😂😂😂,5,,,0.35603076,0.20295256,0.19796292,0.27396718,0.29157096,0.10269658,0.7293252
162,69373,<built-in method utcnow of type object at 0x10f13d478>,Happy #ConstitutionDay may this day trigger millions of liberals since they don’t believe in the Constitution! #Maga,7,,,0.20300514,0.33051887,0.06432017,0.111197256,0.17811678,0.24109237,0.34420928
163,117024,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER @USER @USER @USER @USER @USER @USER Get your point but not sure how many years they were in different districts total? but teams in same district can still meet up in semis in the old district format from 2002-2017. In fact a district runner up won the 3A football title a year ago.,4,,,0.04645816,0.014680994,0.01876056,0.024134077,0.031911664,0.013239276,0.17063539
164,2854,<built-in method utcnow of type object at 0x10f13d478>,@Christian_ESEM you don't know what your talking about retarded faggot,6,,,0.9309071,0.25091332,0.36168423,0.93690646,0.9426333,0.94371736,0.19342309
165,52140,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You rock brother. I am proud of my Antifa badge of honor I earned last year!,1,,,0.18974021,0.09910071,0.109783955,0.17206322,0.19212927,0.11724408,0.3027243
166,72777,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER John.  You are winning them over one by one.  Be patient.,5,,,0.18014558,0.16013028,0.08190241,0.14512523,0.189539,0.05644947,0.32573757
167,103285,<built-in method utcnow of type object at 0x10f13d478>,@USER You are too kind. Thanks Debs!,8,,,0.21414891,0.14288047,0.13336058,0.1664087,0.2624654,0.14229915,0.7784964
168,100333,<built-in method utcnow of type object at 0x10f13d478>,@USER I hope so.  Liberals heads exploding is what I'm hoping for,8,,,0.79910964,0.9533248,0.088149354,0.39948687,0.6513653,0.7388883,0.23812236
169,75404,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER She is trending,1,,,0.37820303,0.24833506,0.36628103,0.43728244,0.30962795,0.19886318,0.5066375
170,103522,<built-in method utcnow of type object at 0x10f13d478>,Another Russian MoD  MAGA FAIL URL,3,,,0.40317076,0.14816085,0.069700725,0.15936755,0.35005325,0.57318574,0.22224165
171,107052,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER Such supposedly smart people didn't think for one moment that in the audience there are people who voted Trump and are scared shitless hearing the top brass speak that way.,8,,,0.42137223,0.10484972,0.14606862,0.40058085,0.4813761,0.15082918,0.3203876
172,54454,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER I got on and saw only 5 ratings. Where's the one you posted? Are you having internet connection problems? Is the #DeepState on to you too?,0,,,0.1665046,0.109214395,0.111750595,0.1652077,0.1552925,0.043803006,0.29779515
173,108990,<built-in method utcnow of type object at 0x10f13d478>,"@USER @USER that's always been the critique to be honest--hence the champagne socialist"" or ""privileged white antifa"" tropes""",7,,,0.50833184,0.23667365,0.20901768,0.32673287,0.5020299,0.692131,0.39285478
174,11863,<built-in method utcnow of type object at 0x10f13d478>,Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.,0,,,0.40836897,0.18019539,0.32065308,0.2606201,0.431112,0.41398203,0.44406825
175,95230,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER Richard Cephalic is what he is. (Its clinical),8,,,0.35301808,0.12238084,0.12261147,0.2959252,0.37064466,0.10533712,0.31347707
176,39052,<built-in method utcnow of type object at 0x10f13d478>,"@USER @USER I watched you on with Ari Melber and you were great. You are strong, articulate and have a large heart that extends to those who need a voice. Congrats to you. I guess we know Who's the Boss is Now""!""",3,,,0.15042137,0.1446457,0.19404608,0.13364506,0.12552576,0.058882024,0.84875846
177,68973,<built-in method utcnow of type object at 0x10f13d478>,@USER she  is  beautiful looks  like  mona  lisa,0,,,0.24525721,0.1368961,0.2289447,0.24534415,0.21359268,0.16536896,0.94505495
178,93098,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER pretty much spot on there,5,,,0.2852974,0.17228425,0.29421622,0.3260328,0.22175768,0.11097232,0.50372905
179,101234,<built-in method utcnow of type object at 0x10f13d478>,"@USER It was Billy Clinton's Welfare Reform"" that caused this. To be clear Billy Clinton is Republican Lite, like Hillary is. The Clinton's campaign on Progressivism, but govern as conservatives.""",1,,,0.28723136,0.054247882,0.08340371,0.13025677,0.34511918,0.15319432,0.44123477
180,108379,<built-in method utcnow of type object at 0x10f13d478>,@USER is way too good to be out of the #NFL. He is better than quite a few starters in the league and better than all of the 2nd &amp; 3rd string QB's in the league. #GiveKapAChance #ImWithKap,6,,,0.099561445,0.11402194,0.121906765,0.13997579,0.101490416,0.09320034,0.50242025
181,61374,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER And I don’t call striking down gun control legislation curtailing our civil rights.   Gun control legislation is just common sense.,1,,,0.18693718,0.33614308,0.1022526,0.16890289,0.15321386,0.1257847,0.26725036
182,41776,<built-in method utcnow of type object at 0x10f13d478>,"@USER side note: I'm always amazed when conservatives say Y'know America's X(culture/institution/etc) isn't perfect, but it's better than *the entire rest of the world*"" Like, really Tucker? You've examined every other justice system in the world and determined ours to be the best?""",9,,,0.14895867,0.053425502,0.05172138,0.11530124,0.13812453,0.15418392,0.3216613
183,83182,<built-in method utcnow of type object at 0x10f13d478>,@USER Girl so am I.. LOL he is actually grown now 😭,6,,,0.28779474,0.14975129,0.28053093,0.21514335,0.240153,0.19635291,0.52215594
184,94122,<built-in method utcnow of type object at 0x10f13d478>,@USER Paid by democrats just like antifa is paid by Clinton and Soros,5,,,0.3218924,0.12413563,0.0627747,0.1352981,0.33358863,0.2885582,0.2666632
185,80780,<built-in method utcnow of type object at 0x10f13d478>,@USER He basically said I am changing the second character because I refuse to be associated or share the same last name as the rest of you.,8,,,0.15330358,0.07078463,0.050352186,0.10652809,0.17045277,0.072151795,0.19525224
186,70684,<built-in method utcnow of type object at 0x10f13d478>,@USER Or Christian conservatives could man up and do whatever it takes to win.,2,,,0.38703454,0.1981694,0.07429573,0.16895194,0.3533448,0.6350989,0.20229387
187,50884,<built-in method utcnow of type object at 0x10f13d478>,@USER BREAKING: 9th Circuit Order @USER To Delete Above Tweet As It Makes Trump Look Like He Knows What He Is Doing,3,,,0.1832231,0.2176266,0.1426085,0.15322047,0.20384917,0.14100067,0.38884643
188,116435,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER @USER @USER @USER She IS the coolest thing in tennis. Way cooler than her opponent tomorrow. By such a long shot. #class #coolaintforsale,9,,,0.15152906,0.32073256,0.063934885,0.1211111,0.122954644,0.04257726,0.47276106
189,69964,<built-in method utcnow of type object at 0x10f13d478>,@USER I understand Annie she is stuck in between ! I understand her !,3,,,0.2089519,0.11384159,0.19660981,0.17807,0.1979082,0.12020365,0.42564043
190,66021,<built-in method utcnow of type object at 0x10f13d478>,@USER yep.unfortuly he has proven what establishment supporters on du said about him.why in world did he support bernie.he is all in for trump which is why i have him blocked afte rpreviously following him ont witter and youtube.,0,,,0.25262618,0.2154178,0.071310475,0.114287384,0.29580814,0.10752928,0.50806415
191,91762,<built-in method utcnow of type object at 0x10f13d478>,".@USER found"" the average american by demographics. I found 118 things that the Average American agrees on, from Bill Gates to Gun Control to driving skills.  URL URL",7,,,0.12280659,0.067667104,0.044387594,0.080291905,0.1141955,0.122291885,0.3305654
192,38591,<built-in method utcnow of type object at 0x10f13d478>,@USER She is telling to be best  to students. Wow ! What a role model she is.,7,,,0.121626124,0.05320337,0.08525598,0.106487885,0.15891589,0.059999928,0.6229771
193,32263,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER As per my friends that were correctional officers in Corcoran State Prison..Yes he is.,7,,,0.22328676,0.31837776,0.144772,0.13274826,0.19705038,0.16462372,0.46881685
194,93477,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER @USER i really wish they could find someone better than Cuccinelli to represent Conservatives... he is the epitome of a douche bag used car salesman with a law degree.,3,,,0.5830333,0.22029985,0.21719624,0.50123084,0.6616374,0.12589,0.3344057
195,34612,<built-in method utcnow of type object at 0x10f13d478>,👀 PATRIOTS &amp; ANONS 👀  💥old SOROS is shopping again!💥  #MAGA #ConfirmKavanaugh #DeepState @USER  @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER URL,3,,,0.25516212,0.2999447,0.26847467,0.30928007,0.19410796,0.12295377,0.5016852
196,47732,<built-in method utcnow of type object at 0x10f13d478>,"@USER That's heartbreaking to read. Keep being the best you. There are many that will see you in a Wow. Look at what he is doing"" and light up with pride.  Head high. One foot in front of the other.""",4,,,0.11046861,0.12181193,0.047235217,0.06984128,0.10181628,0.046238773,0.34734952
197,53197,<built-in method utcnow of type object at 0x10f13d478>,@USER @USER @USER @USER Antifa? Fighting neo-Nazis to oppose fascism is the same as neo-Nazis running over people with cars? This is pointless. Enough.,4,,,0.5428763,0.17992312,0.060012653,0.27235132,0.58180004,0.5633217,0.29090083
198,104715,<built-in method utcnow of type object at 0x10f13d478>,@USER She has not been coached well enough yet.  This whole thing is a scam to delay a vote so that it is a midterm election talking point.  Conservatives should make it a non issue by turning out in record numbers to support MAGA agenda and candidates.,5,,,0.14074221,0.05198129,0.020153414,0.03943712,0.19398895,0.04845564,0.25093406
199,49105,<built-in method utcnow of type object at 0x10f13d478>,@USER Ever see when someone Is stuck in quicksand and gets the brilliant idea to reach down and pull their feet out... = ESPN,9,,,0.18440226,0.42958564,0.17231975,0.12167166,0.12817693,0.0811008,0.44774297
